frame,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17
318,2967,0,0,0,0,0,-109,-156,151,106,-7,-128,131,100,-15,-220,44,68
319,2972,0,0,0,0,0,-114,-151,153,97,-18,-126,144,96,-13,-220,39,73
320,2976,0,0,0,0,0,-109,-155,150,104,-11,-126,141,94,-14,-225,46,72
321,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2992,0,0,0,0,0,-108,-144,180,102,69,-124,60,95,-8,-193,44,49
323,3000,0,0,0,0,0,-101,-145,171,99,72,-121,53,87,-10,-195,50,53
324,3008,0,0,0,0,0,-105,-138,195,99,88,-110,40,79,-7,-196,40,61
325,3016,0,0,0,0,0,-101,-145,184,105,80,-114,52,80,-6,-200,43,54
326,3017,0,0,0,0,0,-170,-172,254,142,81,-145,24,116,103,-93,55,64
327,3018,0,0,0,0,0,-163,-173,237,143,74,-158,27,128,99,-92,60,62
328,3019,0,0,0,0,0,-162,-170,238,140,75,-160,25,133,96,-92,63,63
329,3020,0,0,0,0,0,-160,-168,236,138,75,-160,25,131,99,-94,60,64
330,3021,0,0,0,0,0,-160,-171,238,142,77,-158,24,130,101,-94,58,64
331,3022,0,0,0,0,0,-162,-172,237,142,74,-160,25,130,98,-92,58,62
332,3033,0,0,0,0,0,-40,-6,43,33,-55,21,30,39,-100,48,54,37
333,3044,0,0,0,0,0,-30,-2,37,37,-52,27,31,46,-84,62,40,43
334,3055,0,0,0,0,0,-13,-1,27,41,-11,39,21,44,-8,81,26,55
335,3066,0,0,0,0,0,-1,-2,31,42,17,31,33,42,41,65,49,45
336,3077,0,0,0,0,0,1,0,38,35,22,30,36,38,50,56,67,31
337,3087,0,0,0,0,0,-8,-5,28,47,1,39,29,41,17,72,40,53
338,3098,0,0,0,0,0,-20,-3,28,43,-27,35,25,50,-44,78,31,55
339,3109,0,0,0,0,0,-19,-22,25,29,-16,1,24,50,-16,50,22,64
340,3120,0,0,0,0,0,-19,-57,27,27,-22,-30,29,40,-20,8,31,64
341,3131,0,0,0,0,0,-15,-77,25,27,-17,-51,24,48,-9,-14,25,60
342,3141,0,0,0,0,0,-9,-73,25,27,-13,-50,19,35,-12,-26,23,67
343,3151,0,0,0,0,0,1,-79,26,27,-8,-55,22,33,-7,-26,23,61
344,3161,0,0,0,0,0,11,-75,26,27,-9,-54,29,29,-9,-27,29,43
345,3171,0,0,0,0,0,-16,0,19,39,-13,40,16,41,-11,81,16,58
346,3182,0,0,0,0,0,-16,-107,25,27,-16,-80,38,43,-15,-37,37,37
347,3183,0,0,0,0,0,-63,-74,159,16,-86,-78,214,37,-139,-26,284,24
348,3184,0,0,0,0,0,15,-180,75,90,-70,-100,132,97,-112,-69,42,49
349,3185,0,0,0,0,0,6,-184,78,89,-73,-97,148,95,-110,-66,36,51
350,3186,0,0,0,0,0,29,-142,85,62,-67,-99,126,100,-110,-66,45,46
351,3187,0,0,0,0,0,-80,-77,142,79,62,-65,34,65,-113,-46,35,40
352,3188,0,0,0,0,0,-178,-20,346,24,-99,-40,230,20,37,-59,80,20
353,3189,0,0,0,0,0,-150,-20,260,20,-96,-48,204,30,7,-91,107,44
354,3190,0,0,0,0,0,-63,-74,159,16,-93,-60,214,37,-139,-26,284,24
355,3192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,3193,0,0,0,0,0,-170,-172,254,142,81,-145,24,116,103,-93,55,64
357,3194,0,0,0,0,0,-163,-173,237,143,74,-158,27,128,99,-92,60,62
358,3195,0,0,0,0,0,-170,-172,254,142,81,-145,24,116,103,-93,55,64
359,3196,0,0,0,0,0,-163,-173,237,143,74,-158,27,128,99,-92,60,62
360,3207,0,0,0,0,0,-18,-134,26,25,-19,-107,33,49,-15,-57,28,57
361,3218,0,0,0,0,0,25,-114,23,24,-3,-100,33,50,-7,-51,29,51
362,3229,0,0,0,0,0,25,-114,22,25,1,-96,29,51,-12,-47,33,46
363,3240,0,0,0,0,0,23,-114,25,26,1,-93,29,48,-10,-47,32,48
364,3251,0,0,0,0,0,40,-92,24,24,3,-81,39,46,-13,-38,35,38
365,3262,0,0,0,0,0,39,-91,26,23,1,-82,43,47,-11,-38,34,38
366,3273,0,0,0,0,0,41,-89,25,24,4,-82,43,49,-9,-40,31,41
367,3284,0,0,0,0,0,-50,-110,25,25,-28,-92,30,47,-13,-50,34,49
368,3295,0,0,0,0,0,-49,-109,22,24,-31,-91,33,51,-15,-48,35,48
369,3306,0,0,0,0,0,-51,-106,23,26,-35,-89,35,50,-15,-52,34,52
370,3317,0,0,0,0,0,15,-125,43,25,7,-104,38,43,-3,-60,41,60
371,3329,10,81,67,0,0,-11,-112,32,49,-17,-65,40,63,-4,-98,77,45
372,3340,0,0,0,0,0,-3,-134,24,24,-18,-113,42,25,-12,-90,34,38
373,3352,6,61,61,0,0,-36,-129,59,31,-13,-100,103,34,-4,-90,94,27
374,3363,0,0,0,0,0,-19,-127,51,26,-25,-86,18,36,-9,-100,33,67
375,3374,0,0,0,0,0,-11,-121,24,25,-22,-100,44,35,-15,-64,38,64
376,3385,0,0,0,0,0,-3,-118,25,25,-24,-95,53,27,-19,-69,43,69
377,3397,2,57,60,0,0,14,-108,25,28,-2,-84,37,82,2,-91,72,24
378,3407,0,0,0,0,0,8,-115,26,26,2,-90,35,39,-2,-54,37,55
379,3418,0,0,0,0,0,15,-102,27,25,4,-80,41,26,-13,-56,43,55
380,3429,0,0,0,0,0,-2,-117,23,26,-15,-94,42,20,-18,-73,40,73
381,3440,0,0,0,0,0,-18,-97,39,26,-3,-75,22,32,-27,-46,72,45
382,3451,0,0,0,0,0,-37,-99,47,29,-33,-71,33,64,-4,-36,40,31
383,3463,5,56,59,0,0,6,-107,25,62,-10,-47,50,46,1,-100,68,23
384,3473,0,0,0,0,0,4,-117,40,38,4,-80,25,24,-21,-59,45,58
385,3483,0,0,0,0,0,7,-124,38,37,14,-88,19,30,-18,-68,40,63
386,3494,7,80,58,0,0,-12,-128,26,28,-19,-101,45,93,-14,-110,74,20
387,3504,0,0,0,0,0,1,-123,28,30,-11,-96,32,36,-21,-61,46,59
388,3515,0,0,0,0,0,1,-109,25,24,-11,-87,30,35,-19,-54,45,54
389,3526,0,0,0,0,0,-2,-149,17,53,-21,-123,27,63,-20,-60,43,57
390,3537,0,0,0,0,0,-15,-135,35,35,-15,-101,22,41,-18,-61,38,60
391,3548,0,0,0,0,0,-15,-125,26,27,-10,-105,34,35,-15,-73,38,73
392,3560,0,0,0,0,0,-19,-125,25,122,3,-62,31,39,-64,-116,46,21
393,3572,0,0,0,0,0,-20,-126,23,125,1,-65,28,40,-70,-116,52,19
394,3583,0,0,0,0,0,-29,-125,28,62,-9,-66,32,42,-84,-119,56,25
395,3593,0,0,0,0,0,-72,-120,66,27,-15,-92,18,90,-2,-66,25,35
396,3602,0,0,0,0,0,-18,-95,21,93,2,-71,20,33,-79,-120,69,27
397,3612,0,0,0,0,0,-25,-133,40,41,-12,-94,19,83,5,-65,36,38
398,3624,16,61,61,0,0,57,-63,31,58,4,-56,52,53,-2,-90,176,90
399,3636,16,61,61,0,0,57,-56,30,55,15,-54,42,18,-10,-35,51,34
400,3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,3648,0,0,0,0,0,13,-127,28,27,-4,-104,39,55,-15,-57,30,57
402,3659,0,0,0,0,0,15,-124,29,26,-1,-100,40,48,-12,-62,27,61
403,3670,0,0,0,0,0,15,-124,29,28,-2,-98,42,48,-15,-61,33,58
404,3681,0,0,0,0,0,15,-123,30,26,-7,-100,45,49,-23,-60,43,56
405,3692,0,0,0,0,0,16,-122,29,29,-1,-95,40,45,-25,-55,50,50
406,3703,0,0,0,0,0,18,-121,27,26,-7,-98,44,49,-24,-57,48,54
407,3714,0,0,0,0,0,18,-122,27,27,-5,-101,43,47,-19,-59,43,58
408,3724,0,0,0,0,0,15,-125,27,25,-8,-103,43,48,-15,-60,31,56
409,3736,1,121,60,0,0,11,-125,31,25,-15,-101,40,99,-2,-105,45,45
410,3748,1,121,60,0,0,14,-127,33,38,-20,-94,44,84,7,-101,41,44
411,3760,1,121,60,0,0,11,-126,31,33,-12,-96,39,91,4,-100,39,42
412,3772,1,121,60,0,0,10,-130,35,49,-11,-94,41,85,3,-104,41,42
413,3784,1,121,60,0,0,12,-130,33,50,-15,-95,45,93,6,-105,38,40
414,3796,1,121,60,0,0,4,-131,41,51,-26,-85,46,85,4,-103,40,41
415,3806,0,0,0,0,0,-13,-131,27,26,-20,-105,36,50,-19,-55,34,55
416,3816,0,0,0,0,0,-12,-130,26,25,-20,-105,36,50,-18,-56,33,54
417,3827,0,0,0,0,0,15,-115,31,29,-7,-89,51,41,-19,-54,44,57
418,3838,0,0,0,0,0,17,-111,26,26,-9,-88,51,39,-19,-53,44,53
419,3849,0,0,0,0,0,15,-109,27,26,-9,-85,53,39,-19,-51,44,52
420,3861,0,0,0,0,0,-6,-118,24,28,-15,-92,40,34,-16,-59,39,59
421,3873,0,0,0,0,0,-5,-115,26,25,-16,-92,42,35,-18,-56,41,56
422,3885,0,0,0,0,0,-6,-115,25,28,-17,-90,42,36,-18,-55,41,55
423,3897,0,0,0,0,0,-6,-120,27,26,-31,-110,85,25,-18,-85,40,85
424,3909,0,0,0,0,0,-13,-124,29,24,-35,-110,90,25,-23,-85,46,88
425,3921,0,0,0,0,0,-19,-124,27,24,-33,-108,69,26,-23,-81,45,81
426,3933,0,0,0,0,0,3,-121,30,24,-15,-101,73,23,-14,-79,41,81
427,3945,10,56,61,0,0,1,-122,49,40,-15,-85,39,84,11,-114,63,46
428,3956,0,0,0,0,0,2,-122,28,26,-15,-100,62,28,-13,-72,39,72
429,3968,0,0,0,0,0,12,-110,30,25,-7,-90,31,34,-18,-56,40,56
430,3980,0,0,0,0,0,6,-121,28,30,-21,-98,85,20,-21,-82,46,82
431,3981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,3983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,3984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,3987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,3988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,3989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,4001,0,0,0,0,0,-2,-126,25,26,-18,-101,50,45,-23,-56,46,55
440,4012,0,0,0,0,0,15,-121,28,26,-5,-104,39,44,-14,-60,40,58
441,4024,10,56,61,0,0,8,-107,58,44,-14,-65,50,64,16,-91,82,29
442,4035,2,56,59,0,0,26,-117,30,27,1,-97,65,34,-11,-65,44,66
443,4046,0,0,0,0,0,6,-120,25,22,-18,-102,47,42,-10,-60,33,59
444,4058,10,56,61,0,0,9,-116,51,53,-6,-69,47,71,25,-91,72,26
445,4069,0,0,0,0,0,9,-115,25,24,-8,-93,53,32,-9,-60,39,59
446,4081,10,60,60,0,0,-32,-129,41,67,-9,-70,28,70,-5,-79,94,62
447,4092,4,56,59,0,0,-19,-129,26,26,-23,-105,38,44,-10,-64,58,52
448,4103,0,0,0,0,0,12,-118,27,25,-4,-94,49,41,-20,-56,42,54
449,4114,0,0,0,0,0,-12,-130,29,28,-10,-103,44,40,-16,-64,38,63
450,4125,0,0,0,0,0,-44,-125,28,28,-18,-144,26,86,-20,-60,42,60
451,4136,0,0,0,0,0,-48,-131,33,41,-29,-93,33,36,-19,-60,40,60
452,4148,10,66,66,0,0,27,-50,49,47,-24,-38,54,38,1,-47,109,46
453,4159,0,0,0,0,0,43,-54,27,28,25,-31,68,29,-28,-35,56,35
454,4170,0,0,0,0,0,16,-88,26,25,-4,-67,39,37,-21,-34,48,34
455,4181,0,0,0,0,0,14,-106,24,26,-4,-82,27,35,-15,-47,40,47
456,4190,0,0,0,0,0,-2,-131,30,29,-10,-105,28,50,-19,-55,32,54
457,4201,0,0,0,0,0,1,-134,27,28,-14,-107,58,42,-23,-67,46,63
458,4212,0,0,0,0,0,1,-136,29,29,-29,-110,79,36,-34,-74,64,64
459,4223,0,0,0,0,0,3,-135,27,26,-30,-110,81,25,-32,-85,66,64
460,4234,0,0,0,0,0,-2,-133,29,30,-25,-105,68,42,-34,-64,69,63
461,4244,0,0,0,0,0,-1,-131,28,27,-18,-106,45,46,-31,-60,46,58
462,4261,0,0,0,0,0,48,-111,83,56,-73,-96,129,98,-132,-71,61,40
463,4278,0,0,0,0,0,49,-110,83,55,-78,-98,136,101,-130,-71,56,44
464,4295,0,0,0,0,0,47,-110,82,56,-79,-97,136,97,-129,-70,52,40
465,4312,0,0,0,0,0,1,-118,132,89,-60,-97,62,47,-114,-70,97,75
466,4329,0,0,0,0,0,15,-125,124,79,-53,-108,72,48,-113,-92,72,74
467,4346,0,0,0,0,0,-52,-123,70,49,16,-145,121,85,-127,-110,77,68
468,4363,0,0,0,0,0,17,-129,116,87,-46,-110,64,44,-124,-100,80,76
469,4380,0,0,0,0,0,11,-115,120,91,-45,-105,60,47,-113,-93,73,88
470,4397,0,0,0,0,0,47,-89,88,56,-76,-85,129,87,-116,-62,45,44
471,4414,0,0,0,0,0,36,-81,84,54,-80,-74,124,77,-120,-51,41,41
472,4432,10,61,61,0,0,-96,-102,111,68,23,-132,101,92,12,-135,116,99
473,4449,0,0,0,0,0,10,-138,89,109,-62,-108,76,58,-105,-76,87,80
474,4466,0,0,0,0,0,-2,-183,104,93,-56,-133,56,63,-108,-80,84,80
475,4483,0,0,0,0,0,-62,-225,130,88,-62,-140,73,55,-91,-93,74,93
476,4502,10,66,66,0,0,-105,-56,235,56,-60,-73,157,19,-10,-160,178,161
477,4520,0,0,0,0,0,-63,-74,159,16,-93,-60,214,37,-139,-26,284,24
478,4537,0,0,0,0,0,15,-180,75,90,-70,-100,132,97,-112,-69,42,49
479,4554,0,0,0,0,0,6,-184,78,89,-73,-97,148,95,-110,-66,36,51
480,4571,0,0,0,0,0,29,-142,85,62,-67,-99,126,100,-110,-66,45,46
481,4588,0,0,0,0,0,-80,-77,142,79,62,-65,34,65,-113,-46,35,40
482,4605,0,0,0,0,0,-178,-20,346,24,-99,-40,230,20,37,-59,80,20
483,4622,0,0,0,0,0,-150,-20,260,20,-96,-48,204,30,7,-91,107,44
484,4639,0,0,0,0,0,-63,-74,159,16,-93,-60,214,37,-139,-26,284,24
485,4656,0,0,0,0,0,-13,-218,89,55,-26,-165,124,80,-73,-88,102,93
486,4673,0,0,0,0,0,-23,-212,102,127,-50,-100,75,105,-90,-67,42,52
487,4690,0,0,0,0,0,-24,-211,103,129,-53,-93,82,98,-93,-64,44,49
488,4707,0,0,0,0,0,-15,-227,102,113,-68,-160,96,165,-102,-49,33,43
489,4724,0,0,0,0,0,-22,-233,96,123,-76,-166,103,171,-104,-39,31,34
490,4743,10,61,61,0,0,25,-199,103,113,-28,-115,86,125,14,-159,166,78
491,4760,0,0,0,0,0,9,-211,101,131,-41,-109,86,119,-90,-64,52,45
492,4777,0,0,0,0,0,2,-235,110,136,-41,-103,87,108,-98,-65,59,50
493,4794,0,0,0,0,0,-13,-252,100,152,-51,-103,99,109,-91,-66,41,56
494,4812,10,66,66,0,0,-45,-117,96,124,17,-156,128,116,32,-165,125,103
495,4829,0,0,0,0,0,89,-129,81,79,-37,-105,157,109,-86,-68,52,44
496,4840,0,0,0,0,0,-13,-156,29,26,-13,-132,23,54,-15,-80,22,55
497,4851,0,0,0,0,0,-13,-156,29,26,-12,-131,27,55,-7,-79,23,54
498,4862,0,0,0,0,0,-13,-156,29,26,-13,-132,23,54,-19,-78,21,52
499,4873,0,0,0,0,0,-21,-152,22,24,-13,-132,23,54,-6,-80,27,56
500,4884,0,0,0,0,0,-33,-145,27,27,-13,-129,28,48,-4,-83,32,57
501,4885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,4897,0,0,0,0,0,3,-121,30,24,-16,-100,54,35,-17,-64,41,63
503,4909,0,0,0,0,0,-7,-120,28,24,-32,-108,74,30,-20,-79,41,79
504,4921,0,0,0,0,0,-13,-124,28,26,-38,-110,90,35,-23,-76,46,74
505,4933,0,0,0,0,0,-27,-125,30,25,-50,-105,72,35,-21,-72,44,72
506,4945,0,0,0,0,0,-6,-134,33,34,-7,-99,44,40,-20,-59,43,61
507,4956,0,0,0,0,0,31,-100,31,25,-2,-85,86,29,-19,-59,44,59
508,4967,0,0,0,0,0,16,-115,30,26,-6,-92,58,37,-21,-58,45,58
509,4979,10,66,66,0,0,-1,-99,62,43,-16,-59,37,59,-3,-102,93,50
510,4991,0,0,0,0,0,-1,-130,26,26,-10,-106,38,48,-19,-58,41,58
511,5003,0,0,0,0,0,-1,-130,26,26,-11,-103,36,46,-20,-56,41,54
512,5015,0,0,0,0,0,-1,-130,26,26,-9,-105,35,51,-20,-55,44,56
513,5027,0,0,0,0,0,-13,-130,29,26,-16,-106,41,48,-22,-59,43,59
514,5039,0,0,0,0,0,-16,-132,27,29,-27,-102,45,42,-20,-60,42,59
515,5053,10,55,59,295,0,3,-100,70,41,-22,-56,57,55,7,-107,147,88
516,5066,0,0,0,0,0,45,-89,28,27,8,-79,39,32,-20,-50,56,48
517,5079,0,0,0,0,0,45,-88,30,26,9,-78,40,30,-17,-50,53,50
518,5091,0,0,0,0,0,46,-90,28,28,5,-75,42,32,-22,-51,58,49
519,5103,0,0,0,0,0,15,-124,27,29,-3,-98,36,43,-21,-55,47,54
520,5117,10,57,58,355,0,5,-115,38,60,-33,-59,55,57,-89,-117,249,92
521,5130,0,0,0,0,0,9,-121,33,31,-5,-93,38,40,-29,-56,52,57
522,5142,0,0,0,0,0,10,-125,31,30,1,-100,44,47,-23,-54,51,54
523,5154,0,0,0,0,0,-8,-125,24,25,-21,-105,33,49,-33,-57,47,57
524,5168,10,56,66,160,0,8,-91,80,41,-13,-58,46,53,21,-147,142,140
525,5181,0,0,0,0,0,62,-75,28,30,12,-69,54,32,-11,-42,58,42
526,5193,0,0,0,0,0,61,-77,29,29,17,-65,47,26,-6,-45,54,45
527,5205,0,0,0,0,0,49,-108,29,28,12,-93,44,36,-22,-59,51,58
528,5217,0,0,0,0,0,37,-106,28,27,-2,-94,45,39,-19,-55,48,50
529,5231,10,60,60,2,0,5,-69,79,30,-31,-42,78,41,-7,-104,173,84
530,5244,0,0,0,0,0,55,-70,29,31,4,-69,54,31,-21,-41,68,41
531,5256,0,0,0,0,0,56,-69,28,31,6,-71,51,33,-26,-40,69,40
532,5268,0,0,0,0,0,17,-122,27,25,-9,-95,48,39,-23,-57,50,57
533,5280,0,0,0,0,0,10,-126,28,26,-3,-100,38,47,-23,-55,51,55
534,5292,0,0,0,0,0,-1,-129,26,26,-17,-102,42,44,-21,-58,45,58
535,5304,0,0,0,0,0,-1,-129,26,26,-15,-101,41,45,-21,-58,45,58
536,5316,0,0,0,0,0,-1,-129,26,26,-14,-102,40,45,-21,-58,45,58
537,5327,0,0,0,0,0,2,-101,31,25,-22,-82,75,22,-24,-60,50,38
538,5339,0,0,0,0,0,1,-105,29,22,-27,-87,79,17,-28,-62,46,39
539,5352,0,0,0,0,0,3,-106,27,21,-30,-90,85,18,-29,-60,46,40
540,5365,0,0,0,0,0,5,-105,29,25,-28,-86,85,16,-35,-50,47,35
541,5378,0,0,0,0,0,13,-89,25,26,-23,-71,84,16,-39,-36,52,31
542,5391,0,0,0,0,0,19,-67,28,22,-15,-53,85,19,-40,-16,65,16
543,5404,0,0,0,0,0,12,-22,27,21,-27,-11,88,16,-58,-26,58,20
544,5416,0,0,0,0,0,21,-32,28,20,-7,-20,80,15,-62,-30,67,22
545,5427,0,0,0,0,0,28,-40,27,22,-7,-27,84,15,-54,-11,69,14
546,5438,0,0,0,0,0,12,-24,27,21,-22,-10,88,14,-51,-10,41,10
547,5453,0,0,0,0,0,-38,-119,25,29,-39,-98,57,42,-11,-58,30,59
548,5468,0,0,0,0,0,-36,-111,28,23,-24,-94,54,39,-3,-54,34,52
549,5483,0,0,0,0,0,-29,-104,25,26,-12,-85,57,34,-11,-52,44,52
550,5498,0,0,0,0,0,-22,-92,25,23,2,-74,46,26,-13,-46,49,46
551,5513,0,0,0,0,0,-23,-82,26,26,2,-69,43,29,-20,-35,60,34
552,5528,0,0,0,0,0,-30,-69,26,26,-4,-63,48,34,-24,-32,69,32
553,5543,0,0,0,0,0,-31,-54,27,27,-4,-50,52,25,-34,-26,83,26
554,5554,0,0,0,0,0,-53,-18,28,20,-69,-12,26,13,-26,-15,68,17
555,5564,0,0,0,0,0,-53,-31,30,21,-72,-11,43,13,-28,-13,72,14
556,5572,0,0,0,0,0,-51,-20,27,20,-74,-12,24,12,-26,-13,69,14
557,5583,0,0,0,0,0,-1,0,1,0,0,-1,2,0,0,0,0,1
558,5594,0,0,0,0,0,2,0,4,1,-1,-2,3,2,0,0,2,5
559,5605,0,0,0,0,0,-3,-4,2,3,-1,0,4,0,-2,0,0,1
560,5616,0,0,0,0,0,-1,0,1,5,-1,0,0,0,-4,0,2,1
561,5627,0,0,0,0,0,-2,-4,1,0,0,-4,0,3,-1,-1,0,1
562,5638,0,0,0,0,0,0,0,0,0,-3,-1,1,0,-4,0,0,0
563,5646,0,0,0,0,0,-2,0,0,1,0,0,0,0,0,0,0,0
564,5658,10,61,61,0,0,9,-116,51,53,-6,-69,47,71,22,-90,76,29
565,5669,0,0,0,0,0,-22,-125,28,25,-24,-100,56,41,-23,-59,46,59
566,5683,10,60,60,2,0,-2,-101,37,36,-49,-73,49,62,-195,-92,338,35
567,5695,0,0,0,0,0,1,-101,34,28,-7,-73,42,32,-29,-42,50,41
568,5707,0,0,0,0,0,-8,-104,33,28,-18,-80,33,33,-26,-47,50,46
569,5720,10,60,60,2,0,-2,-101,37,36,-49,-73,49,62,-6,-91,128,35
570,5731,0,0,0,0,0,-1,34,26,33,-2,0,16,38,-60,-15,69,18
571,5742,0,0,0,0,0,3,13,30,28,-15,-8,34,22,-85,-13,71,15
572,5753,0,0,0,0,0,-30,31,30,32,-19,-5,22,41,-7,-15,66,19
573,5764,0,0,0,0,0,-30,31,30,32,-19,-5,22,41,-7,-15,66,19
574,5779,0,0,0,0,0,-49,-108,22,23,-24,-97,40,45,-13,-51,32,51
575,5794,0,0,0,0,0,-58,-106,28,26,-31,-97,46,32,1,-70,46,48
576,5809,0,0,0,0,0,-60,-74,28,27,-34,-75,49,25,14,-74,48,36
577,5824,0,0,0,0,0,-66,-34,27,27,-39,-40,42,25,1,-65,53,38
578,5839,0,0,0,0,0,-70,-27,27,27,-44,-14,51,19,4,-13,62,18
579,5852,0,0,0,0,0,-70,-25,30,26,-42,-15,46,17,1,-15,62,18
580,5865,0,0,0,0,0,-68,-32,29,27,-40,-49,39,36,-1,-59,50,33
581,5879,0,0,0,0,0,-4,-119,31,29,-17,-98,24,41,-10,-58,33,53
582,5893,0,0,0,0,0,-54,-90,33,29,-34,-70,36,35,-6,-45,54,32
583,5907,0,0,0,0,0,-55,-67,31,28,-33,-44,40,24,1,-44,67,19
584,5921,0,0,0,0,0,-67,-26,28,26,-45,-15,45,20,-1,-13,64,18
585,5934,0,0,0,0,0,-68,-30,28,29,-43,-25,43,15,-4,-37,69,23
586,5948,0,0,0,0,0,-40,-112,31,28,-24,-83,30,29,-1,-62,38,47
587,5961,0,0,0,0,0,-72,-24,32,24,-42,-15,54,18,8,-15,57,18
588,5974,0,0,0,0,0,-53,-66,28,28,-33,-53,39,34,4,-55,56,26
589,5986,0,0,0,0,0,18,-122,31,31,-6,-102,36,42,-20,-60,33,58
590,5998,0,0,0,0,0,22,-117,31,27,-4,-98,37,43,-14,-58,29,58
591,6010,0,0,0,0,0,19,-118,31,30,-7,-101,37,44,-15,-61,33,58
592,6022,0,0,0,0,0,21,-117,31,30,-7,-95,38,42,-22,-57,42,56
593,6034,0,0,0,0,0,20,-115,32,30,-6,-95,39,45,-26,-53,50,48
594,6046,0,0,0,0,0,22,-115,29,31,-9,-96,39,42,-27,-57,48,57
595,6058,0,0,0,0,0,22,-116,30,27,-6,-97,37,46,-20,-59,43,60
596,6069,0,0,0,0,0,16,-120,32,30,-11,-98,38,50,-25,-52,35,49
597,6081,0,0,0,0,0,19,-108,32,31,-15,-92,45,48,-20,-50,42,50
598,6093,0,0,0,0,0,19,-109,32,33,-13,-87,42,41,-21,-48,41,49
599,6105,0,0,0,0,0,20,-106,30,30,-10,-90,40,44,-22,-50,43,52
600,6111,0,0,0,0,0,-8,-81,7,8,-9,-74,8,12,-19,-63,30,63
601,6117,0,0,0,0,0,14,-71,3,5,9,-77,12,20,-7,-57,37,57
602,6123,0,0,0,0,0,20,-48,7,1,17,-53,10,11,6,-40,32,40
603,6129,0,0,0,0,0,23,-55,6,8,19,-58,12,17,5,-35,33,35
604,6135,0,0,0,0,0,30,-49,9,4,28,-54,11,13,13,-40,29,41
605,6141,0,0,0,0,0,75,-9,1,5,65,-12,13,7,-20,-18,83,20
606,6152,0,0,0,0,0,8,-90,30,29,-23,-70,44,36,-41,-35,61,34
607,6164,10,157,157,0,0,27,-134,44,65,9,-69,46,64,5,-152,117,95
608,6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,6166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,6167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,6178,0,0,0,0,0,-10,-121,31,26,-23,-100,39,40,-31,-68,63,48
612,6189,0,0,0,0,0,8,-90,30,29,-23,-70,44,36,-41,-35,61,34
613,6201,10,159,159,0,0,15,-91,32,41,-31,-57,51,58,-12,-69,58,70
614,6213,0,0,0,0,0,-14,-111,33,27,-20,-89,37,43,-41,-48,67,29
615,6226,10,158,158,0,0,-1,-115,31,31,-18,-87,46,62,-10,-72,108,43
616,6243,0,0,0,0,0,-64,-175,107,108,-98,-126,207,41,-90,-71,151,70
617,6260,0,0,0,0,0,-66,-169,110,102,-102,-125,209,44,-89,-70,146,71
618,6277,0,0,0,0,0,-66,-165,105,101,-104,-123,211,43,-85,-68,144,68
619,6294,0,0,0,0,0,-68,-150,111,100,-105,-114,212,48,-84,-53,147,53
620,6311,0,0,0,0,0,-71,-141,110,102,-105,-100,211,50,-81,-41,144,42
621,6325,0,0,0,0,0,-55,-144,107,97,50,-90,41,38,-42,-47,105,47
622,6343,10,66,66,0,0,-67,-149,112,109,-107,-99,212,51,-83,-41,152,46
623,6356,0,0,0,0,0,17,-112,28,26,-7,-87,35,38,-20,-51,42,50
624,6370,0,0,0,0,0,12,-113,27,26,-7,-90,38,43,-20,-53,38,52
625,6372,0,0,0,0,0,-22,-163,42,50,-21,-112,41,48,-21,-64,40,64
626,6374,0,0,0,0,0,-20,-163,40,51,-21,-112,39,46,-20,-65,38,67
627,6375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,6376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,6393,0,0,0,0,0,-68,-161,113,95,-103,-122,214,38,-81,-65,135,64
630,6410,0,0,0,0,0,-64,-169,110,101,-104,-123,213,37,-66,-68,119,65
631,6427,0,0,0,0,0,-65,-165,110,104,-101,-119,209,38,-65,-60,113,57
632,6444,0,0,0,0,0,-65,-169,110,106,-98,-119,208,37,-62,-65,111,65
633,6461,0,0,0,0,0,-67,-170,115,106,-100,-124,208,39,-67,-65,128,63
634,6478,0,0,0,0,0,-53,-220,103,107,-90,-171,203,49,-57,-113,104,89
635,6496,10,66,66,0,0,-49,-217,112,175,-93,-180,204,56,-75,-119,147,78
