frame,c0,c1,c2,c3,c4,c5,c6
,407,9,30,0,0,10,10
,239,6,55,313,0,10,10
,238,0,0,0,0,10,10
,408,6,30,0,0,10,10
,239,6,55,313,0,10,10
,238,0,0,0,0,10,10
,409,9,27,0,0,10,10
,239,6,55,313,0,10,10
,210,-18,-24,0,0,10,10
,238,0,0,0,0,10,10
,239,6,55,313,0,10,10
,240,-4,0,0,0,10,10
,240,-4,0,0,0,10,10
,241,-3,2,0,0,10,10
,242,32,2,0,0,10,10
,243,-14,2,0,0,10,10
,240,-4,0,0,0,10,10
,241,-3,2,0,0,10,10
,407,18,30,0,0,10,10
,407,10,30,0,0,10,10
,407,2,30,0,0,10,10
,242,32,2,0,0,10,10
,243,-14,2,0,0,10,10
,240,-4,0,0,0,10,10
,241,-3,2,0,0,10,10
,408,15,29,0,0,10,10
,407,4,29,0,0,10,10
,242,32,2,0,0,10,10
,243,-14,2,0,0,10,10
,240,-4,0,0,0,10,10
,241,-3,2,0,0,10,10
,407,18,30,0,0,10,10
,407,10,30,0,0,10,10
,409,2,25,0,0,10,10
,242,32,2,0,0,10,10
,243,-14,2,0,0,10,10
,404,-65,-172,0,0,10,10
,345,14,70,0,0,10,10
,345,5,86,0,0,10,10
,345,19,96,0,0,10,10
,394,1,-61,0,0,10,10
,32,0,-18,0,0,10,10
,34,0,12,0,0,10,10
,139,-16,-119,0,0,10,10
,402,-16,-196,0,0,10,10
,400,-3,-164,0,0,10,10
,139,-16,-119,0,0,10,10
,401,-3,-165,0,0,10,10
,345,14,70,0,0,10,10
,345,5,86,0,0,10,10
,306,14,42,0,0,10,10
,306,5,58,0,0,10,10
,344,14,25,0,0,10,10
,344,5,41,0,0,10,10
,246,14,10,0,0,10,10
,246,5,26,0,0,10,10
,246,14,10,0,0,10,10
,246,5,26,0,0,10,10
,344,14,25,0,0,10,10
,344,5,41,0,0,10,10
,306,14,42,0,0,10,10
,306,5,58,0,0,10,10
,345,14,70,0,0,10,10
,345,5,86,0,0,10,10
,175,-69,-7,0,0,10,10
,398,-57,-7,0,0,10,10
,397,-63,-3,0,0,10,10
,396,-18,65,0,0,10,10
,176,-73,-5,0,0,10,10
,204,-11,74,470,0,10,10
,398,-67,-6,0,0,10,10
,177,-13,17,0,0,10,10
,397,-17,15,0,0,10,10
,178,-66,21,0,0,10,10
,396,6,21,0,0,10,10
,398,-54,22,0,0,10,10
,326,-4,-24,0,0,10,10
,326,68,-24,0,0,20,10
,288,0,0,0,0,10,10
,0,-2,-6,0,0,10,10
,0,0,-2,0,0,10,10
,0,0,0,0,0,10,10
,287,5,-96,0,0,10,10
,0,1,1,0,0,10,10
,311,-32,-32,0,0,10,10
,312,-32,-32,0,0,10,10
,313,-32,-32,0,0,10,10
,311,-32,-32,0,0,10,10
,312,-32,-32,0,0,10,10
,118,0,0,0,0,10,10
,319,0,0,0,0,10,10
,338,0,0,0,0,10,10
,339,0,0,0,0,10,10
,307,0,-111,0,0,10,10
,308,-1,-111,0,0,10,10
,309,0,-111,0,0,10,10
,310,-1,-111,0,0,10,10
,302,-3,-64,0,0,10,10
,303,0,-64,0,0,10,10
,304,0,-64,0,0,10,10
,303,0,-64,0,0,10,10
,305,39,-18,0,0,10,10
,1,-158,-321,0,0,10,10
,2,-127,-321,0,0,10,10
,2,0,-321,0,0,10,10
,3,127,-321,0,0,10,10
,1,-158,-445,0,0,10,10
,2,-126,-446,0,0,10,10
,2,0,-446,0,0,10,10
,3,127,-446,0,0,10,10
,4,127,-133,0,0,10,10
,5,-158,-117,0,0,10,10
,6,-129,-117,0,0,10,10
,6,-1,-117,0,0,10,10
,61,-59,-143,0,6,10,10
,44,-131,-179,0,0,10,10
,45,24,-191,0,0,10,10
,225,-133,-284,0,0,10,10
,225,29,-284,0,0,10,10
,1,-158,-321,0,0,10,10
,2,-127,-321,0,0,10,10
,2,0,-321,0,0,10,10
,3,127,-321,0,0,10,10
,61,-59,-143,0,0,10,10
,1,-158,-539,0,0,10,10
,2,2,-540,0,0,10,10
,2,-126,-540,0,0,10,10
,3,127,-540,0,0,10,10
,64,-145,-151,0,0,10,10
,49,-69,-82,0,0,10,10
,50,-69,-122,0,0,10,10
,51,-68,-45,0,0,10,10
,4,127,-241,0,0,10,10
,5,-158,-221,0,0,10,10
,6,-1,-217,0,0,10,10
,6,-130,-217,0,0,10,10
,225,-118,-326,0,0,10,10
,225,19,-326,0,0,10,10
,1,-221,-321,0,0,10,10
,2,-64,-321,0,0,10,10
,2,-190,-321,0,0,10,10
,2,62,-321,0,0,10,10
,3,188,-321,0,0,10,10
,1,-221,-519,0,0,10,10
,2,-189,-520,0,0,10,10
,2,-61,-520,0,0,10,10
,2,67,-520,0,0,10,10
,3,188,-520,0,0,10,10
,4,188,-217,0,0,10,10
,5,-221,-201,0,0,10,10
,212,-100,0,0,0,10,10
,307,70,-143,0,6,10,10
,96,-33,-249,0,0,10,10
,79,-202,-155,0,0,10,10
,43,-55,-168,0,0,10,10
,45,-50,-95,0,0,10,10
,97,-10,-221,0,0,10,10
,1,-221,-321,0,0,10,10
,2,-64,-321,0,0,10,10
,2,-190,-321,0,0,10,10
,2,62,-321,0,0,10,10
,3,188,-321,0,0,10,10
,1,-220,-475,0,0,10,10
,2,-188,-476,0,0,10,10
,2,-60,-476,0,0,10,10
,2,68,-476,0,0,10,10
,3,188,-476,0,0,10,10
,4,188,-175,0,0,10,10
,5,-221,-151,0,0,10,10
,6,-189,-161,0,0,10,10
,6,-61,-159,0,0,10,10
,45,-40,-135,0,0,10,10
,47,-133,-146,0,0,10,10
,80,-220,-70,0,0,10,10
,61,80,-143,0,6,10,10
,52,-147,-250,0,0,10,10
,7,-158,-334,0,0,10,10
,8,-127,-334,0,0,10,10
,8,0,-334,0,0,10,10
,9,127,-334,0,0,10,10
,9,127,-481,0,0,10,10
,8,-1,-481,0,0,10,10
,8,-129,-481,0,0,10,10
,7,-158,-481,0,0,10,10
,10,-158,-162,0,0,10,10
,11,-126,-162,0,0,10,10
,11,2,-162,0,0,10,10
,12,127,-162,0,0,10,10
,61,-59,-143,0,6,10,10
,225,-133,-284,0,0,10,10
,225,29,-284,0,0,10,10
,57,61,-170,0,0,10,10
,7,-158,-334,0,0,10,10
,8,-127,-334,0,0,10,10
,8,0,-334,0,0,10,10
,9,127,-334,0,0,10,10
,60,-89,30,0,0,10,10
,9,127,-516,0,0,10,10
,8,-1,-516,0,0,10,10
,8,-129,-516,0,0,10,10
,7,-158,-516,0,0,10,10
,12,127,-197,0,0,10,10
,61,28,-143,0,6,10,10
,10,-158,-181,0,0,10,10
,225,23,-302,0,0,10,10
,225,-116,-302,0,0,10,10
,63,-71,-169,0,0,10,10
,67,-175,-194,0,0,10,10
,106,-167,-118,0,0,10,10
,106,-167,-232,0,0,10,10
,7,-262,-334,0,0,10,10
,8,-127,-334,0,0,10,10
,8,0,-334,0,0,10,10
,8,-246,-334,0,0,10,10
,8,103,-334,0,0,10,10
,9,218,-334,0,0,10,10
,9,218,-469,0,0,10,10
,8,90,-469,0,0,10,10
,8,-38,-469,0,0,10,10
,8,-166,-469,0,0,10,10
,7,-262,-468,0,0,10,10
,8,-242,-468,0,0,10,10
,64,-209,-116,0,0,10,10
,12,218,-162,0,0,10,10
,61,120,-143,0,6,10,10
,63,24,-161,0,0,10,10
,65,-105,-140,0,0,10,10
,7,-221,-334,0,0,10,10
,8,-64,-334,0,0,10,10
,8,-190,-334,0,0,10,10
,8,62,-334,0,0,10,10
,9,188,-334,0,0,10,10
,7,-221,-481,0,0,10,10
,8,-189,-481,0,0,10,10
,8,-61,-481,0,0,10,10
,8,67,-481,0,0,10,10
,9,188,-481,0,0,10,10
,10,-221,-150,0,0,10,10
,12,188,-171,0,0,10,10
,61,25,-143,0,6,10,10
,13,-230,-324,0,0,10,10
,14,-166,-324,0,0,10,10
,14,-40,-324,0,0,10,10
,14,75,-324,0,0,10,10
,15,190,-324,0,0,10,10
,225,-145,-240,0,0,10,10
,7,-221,-334,0,0,10,10
,8,-64,-334,0,0,10,10
,8,-190,-334,0,0,10,10
,8,62,-334,0,0,10,10
,9,188,-334,0,0,10,10
,7,-221,-480,0,0,10,10
,8,-189,-480,0,0,10,10
,8,-61,-480,0,0,10,10
,8,67,-480,0,0,10,10
,9,188,-480,0,0,10,10
,12,188,-153,0,0,10,10
,10,-221,-144,0,0,10,10
,61,53,-143,0,6,10,10
,45,86,-240,0,0,10,10
,52,-181,-329,0,0,10,10
,52,-51,-330,0,0,10,10
,52,85,-330,0,0,10,10
,57,-21,-223,0,0,10,10
,55,-181,-102,0,0,10,10
,133,-76,-141,0,0,10,10
,133,1,-141,0,0,10,10
,133,-82,-141,0,0,10,10
,133,7,-141,0,0,10,10
,133,-94,-141,0,0,10,10
,133,19,-141,0,0,10,10
,133,-106,-141,0,0,10,10
,133,31,-141,0,0,10,10
,133,-118,-141,0,0,10,10
,133,43,-141,0,0,10,10
,133,-130,-141,0,0,10,10
,133,55,-141,0,0,10,10
,133,-146,-141,0,0,10,10
,133,70,-141,0,0,10,10
,61,0,-111,0,0,10,10
,211,23,-143,0,0,10,10
,87,0,-111,0,0,10,10
,211,23,-143,0,0,10,10
,260,3,-20,0,0,10,10
,249,-3,-32,0,0,10,10
,250,-2,-26,0,0,10,10
,266,-6,-9,0,0,10,10
,251,9,-35,0,0,10,10
,252,-13,13,380,0,10,10
,253,-26,-40,0,0,10,10
,267,0,-1,0,0,10,10
,266,0,-1,0,0,10,10
,271,0,0,0,0,10,10
,267,9,7,158,0,10,10
,267,9,0,158,0,10,10
,266,9,0,158,0,10,10
,270,24,0,0,0,10,10
,267,33,7,158,0,10,10
,267,33,0,158,0,10,10
,266,33,0,158,0,10,10
,269,24,25,0,0,10,10
,267,33,-6,158,0,10,10
,267,0,24,0,0,10,10
,266,0,24,0,0,10,10
,272,0,25,0,0,10,10
,267,9,-5,158,0,10,10
,267,9,0,158,0,10,10
,266,9,0,158,0,10,10
,267,0,-1,0,0,10,10
,273,31,0,0,0,10,10
,267,0,-1,0,0,10,10
,274,-10,0,0,0,10,10
,267,9,0,158,0,10,10
,275,0,31,0,0,10,10
,267,9,0,158,0,10,10
,276,0,-8,0,0,10,10
,267,0,-1,0,0,10,10
,277,11,-1,0,0,10,10
,267,0,24,0,0,10,10
,277,11,24,0,0,10,10
,267,9,0,158,0,10,10
,278,-1,12,0,0,10,10
,267,33,0,158,0,10,10
,278,23,12,0,0,10,10
,267,9,0,158,0,10,10
,279,-7,6,0,0,10,10
,267,0,-1,0,0,10,10
,279,25,-6,161,0,10,10
,281,0,-62,0,0,10,10
,266,14,-37,0,0,10,10
,267,46,-37,0,0,10,10
,272,78,-37,0,0,10,10
,277,51,-37,625,0,10,10
,282,-1,-93,0,0,10,10
,282,76,-69,0,0,10,10
,279,73,-52,0,0,10,10
,267,9,0,158,0,10,10
,278,-1,12,0,0,10,10
,282,-3,-17,0,0,10,10
,283,0,0,0,0,10,10
,283,24,0,0,0,10,10
,256,0,0,0,0,10,10
,330,0,0,0,0,10,10
,257,0,0,0,0,10,10
,258,0,0,0,0,10,10
,259,0,0,0,0,10,10
,329,0,0,0,0,10,10
,260,-30,1,0,0,10,10
,261,31,-6,0,0,10,10
,267,0,-1,0,0,10,10
,274,22,10,0,0,10,10
,283,40,22,0,0,10,10
,267,0,-1,0,0,10,10
,248,37,34,0,0,10,10
,254,31,-22,0,0,10,10
,267,72,-54,158,0,10,10
,276,63,-64,0,0,10,10
,266,90,-3,0,0,10,10
,250,76,9,0,0,10,10
,194,86,39,0,0,10,10
,277,119,-3,0,0,10,10
,267,9,0,158,0,10,10
,262,-18,30,0,0,10,10
,267,0,-1,0,0,10,10
,260,21,16,0,0,10,10
,254,31,-22,0,0,10,10
,266,90,-3,0,0,10,10
,282,60,-54,0,0,10,10
,273,119,-2,0,0,10,10
,291,0,-60,0,0,10,10
,252,56,-84,0,0,10,10
,263,0,0,0,0,10,10
,264,0,0,0,0,10,10
,265,0,0,0,0,10,10
,280,-5,-5,0,0,10,10
,267,9,-35,158,0,10,10
,61,0,-111,0,0,10,10
,49,-9,-5,0,0,10,10
,50,-10,-89,0,0,10,10
,51,-7,-47,0,0,10,10
,50,-10,23,0,0,10,10
,345,-5,-290,0,0,10,10
,325,-36,-293,10,0,10,10
,345,-5,-290,0,0,10,10
,325,-34,-300,30,0,10,10
,345,-5,-290,0,0,10,10
,325,-30,-306,50,0,10,10
,345,-5,-290,0,0,10,10
,325,-26,-312,70,0,10,10
,345,-5,-290,0,0,10,10
,325,-21,-316,90,0,10,10
,345,-5,-290,0,0,10,10
,325,-15,-319,110,0,10,10
,345,-5,-290,0,0,10,10
,325,-9,-321,126,0,10,10
,345,-5,-290,0,0,10,10
,325,-4,-322,137,0,10,10
,345,-5,-290,0,0,10,10
,325,-2,-322,142,0,10,10
,345,-5,-290,0,0,10,10
,325,-1,-322,145,0,10,10
,345,-5,-290,0,0,10,10
,325,0,-322,147,0,10,10
,345,-5,-290,0,0,10,10
,325,0,-322,148,0,10,10
,345,-5,-290,0,0,10,10
,325,0,-322,148,0,10,10
,345,-5,-290,0,0,10,10
,325,-1,-322,146,0,10,10
,345,-5,-290,0,0,10,10
,325,-3,-322,141,0,10,10
,345,-5,-290,0,0,10,10
,325,-6,-322,131,0,10,10
,345,-5,-290,0,0,10,10
,325,-14,-320,111,0,10,10
,345,-5,-290,0,0,10,10
,325,-20,-316,91,0,10,10
,345,-5,-290,0,0,10,10
,325,-25,-312,71,0,10,10
,345,-5,-290,0,0,10,10
,325,-30,-307,51,0,10,10
,345,-5,-290,0,0,10,10
,325,-34,-300,31,0,10,10
,345,-5,-290,0,0,10,10
,325,-36,-294,11,0,10,10
,345,-5,-290,0,0,10,10
,325,-36,-286,618,0,10,10
,345,-5,-290,0,0,10,10
,325,-35,-279,598,0,10,10
,345,-5,-290,0,0,10,10
,325,-33,-272,578,0,10,10
,345,-5,-290,0,0,10,10
,325,-29,-265,558,0,10,10
,345,-5,-290,0,0,10,10
,325,-24,-260,538,0,10,10
,345,-5,-290,0,0,10,10
,325,-19,-256,518,0,10,10
,345,-5,-290,0,0,10,10
,325,-15,-254,502,0,10,10
,345,-5,-290,0,0,10,10
,325,-11,-253,491,0,10,10
,345,-5,-290,0,0,10,10
,325,-10,-252,486,0,10,10
,345,-5,-290,0,0,10,10
,325,-9,-252,483,0,10,10
,345,-5,-290,0,0,10,10
,325,-8,-252,481,0,10,10
,345,-5,-290,0,0,10,10
,325,-7,-252,480,0,10,10
,345,-5,-290,0,0,10,10
,325,-7,-252,480,0,10,10
,345,-5,-290,0,0,10,10
,325,-7,-252,482,0,10,10
,345,-5,-290,0,0,10,10
,325,-9,-252,487,0,10,10
,345,-5,-290,0,0,10,10
,325,-13,-253,497,0,10,10
,345,-5,-290,0,0,10,10
,325,-19,-256,517,0,10,10
,345,-5,-290,0,0,10,10
,325,-24,-260,537,0,10,10
,345,-5,-290,0,0,10,10
,325,-29,-265,557,0,10,10
,345,-5,-290,0,0,10,10
,325,-33,-272,577,0,10,10
,345,-5,-290,0,0,10,10
,325,-35,-279,597,0,10,10
,345,-5,-290,0,0,10,10
,325,-36,-286,617,0,10,10
,347,-18,-33,0,0,10,10
,346,-25,-30,0,0,10,10
,350,0,-21,0,0,10,10
,357,0,71,0,0,10,10
,370,-49,-332,0,0,10,10
,360,-3,-249,0,0,10,10
,364,-78,-207,0,0,10,10
,361,-72,-155,0,0,10,10
,359,-192,-205,0,0,10,10
,358,-33,-148,0,0,10,10
,368,3,-214,0,0,10,10
,363,-75,-137,0,0,10,10
,371,-51,-348,0,0,10,10
,362,-1,-311,0,0,10,10
,370,-49,-332,0,0,10,10
,364,53,-262,200,0,10,10
,367,-90,-209,567,0,10,10
,365,54,-142,200,0,10,10
,368,-88,-81,500,0,10,10
,358,-5,-150,0,0,10,10
,368,-3,-279,0,0,10,10
,363,-74,-99,0,0,10,10
,370,-49,-325,0,0,10,10
,361,-88,-247,0,0,10,10
,359,-160,-240,0,0,10,10
,368,18,-279,0,0,10,10
,363,-55,-168,0,0,10,10
,372,-48,-305,0,0,10,10
,369,15,-137,0,0,10,10
,359,-160,-208,0,0,10,10
,362,12,-221,0,0,10,10
,365,-71,-138,0,0,10,10
,374,-54,-297,0,0,10,10
,313,-32,-32,0,0,10,10
,86,7,11,0,0,10,10
,43,-93,0,0,0,10,10
,345,19,96,0,0,10,10
,306,19,68,0,0,10,10
,344,19,51,0,0,10,10
,246,19,36,0,0,10,10
,246,19,36,0,0,10,10
,344,19,51,0,0,10,10
,306,19,68,0,0,10,10
,345,19,96,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,0,0,0,0,10,10
,0,1,-1,0,0,10,10
,0,-1,-1,0,0,10,10
,0,-2,0,0,0,10,10
,70,-23,-170,0,0,10,10
,282,-5,-200,0,0,10,10
,70,-23,-174,15,0,10,10
,282,-5,-200,0,0,10,10
,70,-22,-177,25,0,10,10
,282,-5,-200,0,0,10,10
,70,-21,-180,35,0,10,10
,282,-5,-200,0,0,10,10
,70,-20,-182,45,0,10,10
,282,-5,-200,0,0,10,10
,70,-20,-182,45,0,10,10
,282,-5,-200,0,0,10,10
,70,-21,-181,40,0,10,10
,282,-5,-200,0,0,10,10
,70,-22,-179,30,0,10,10
,282,-5,-200,0,0,10,10
,70,-23,-175,15,0,10,10
,282,-5,-200,0,0,10,10
,70,-23,-170,0,0,10,10
,282,-5,-200,0,0,10,10
,70,-23,-168,612,0,10,10
,282,-5,-200,0,0,10,10
,70,-23,-166,602,0,10,10
,282,-5,-200,0,0,10,10
,70,-22,-164,592,0,10,10
,282,-5,-200,0,0,10,10
,70,-22,-162,582,0,10,10
,282,-5,-200,0,0,10,10
,70,-22,-162,582,0,10,10
,282,-5,-200,0,0,10,10
,70,-22,-163,587,0,10,10
,282,-5,-200,0,0,10,10
,70,-22,-165,597,0,10,10
,282,-5,-200,0,0,10,10
,70,-23,-166,612,0,10,10
,282,-5,-200,0,0,10,10
,282,-5,-200,0,0,10,10
,411,-32,-4,0,0,10,10
,412,-25,3,0,0,10,10
,413,8,4,0,0,10,10
,410,-32,-82,0,0,10,10
,414,-67,3,0,0,10,10
,411,-32,-4,0,0,10,10
,228,-19,-22,0,0,10,10
,227,36,-19,0,0,10,10
,224,6,-42,0,0,10,10
,223,-1,-5,0,0,10,10
,411,-32,-4,0,0,10,10
,228,-19,-22,0,0,10,10
,216,40,-37,0,0,10,10
,217,4,-14,0,0,10,10
,411,-32,-4,0,0,10,10
,215,-4,-42,0,0,10,10
,231,25,-24,0,0,10,10
,229,15,-4,0,0,10,10
,148,-65,-96,0,0,10,10
,423,-59,-90,0,0,10,10
,423,-19,-90,0,0,10,10
,423,20,-90,0,0,10,10
,408,-14,28,0,0,10,10
,407,-42,30,0,0,10,10
,398,-70,56,0,0,10,10
,424,-68,-92,0,0,10,10
,425,-18,-94,0,0,10,10
,426,22,-93,0,0,10,10
,398,57,-95,160,0,10,10
,397,-26,-70,160,0,10,10
,396,-16,62,0,0,10,10
,148,-65,-96,0,0,10,10
,423,-59,-90,0,0,10,10
,423,-19,-90,0,0,10,10
,423,20,-90,0,0,10,10
,398,-70,56,0,0,10,10
,424,-68,-92,0,0,10,10
,425,-18,-94,0,0,10,10
,426,22,-93,0,0,10,10
,397,-26,-70,160,0,10,10
,398,57,-95,160,0,10,10
,396,-16,62,0,0,10,10
,146,-38,-64,0,0,10,10
,419,-35,-59,0,0,10,10
,421,-37,-36,0,0,10,10
,422,31,-65,0,0,10,10
,397,65,-32,141,0,10,10
,396,-20,45,441,0,10,10
,397,-1,54,431,0,10,10
,407,18,47,0,0,10,10
,147,-60,-96,0,0,10,10
,417,-57,-91,0,0,10,10
,417,38,-91,0,0,10,10
,417,-10,-92,0,0,10,10
,416,-63,-94,0,0,10,10
,415,-9,-93,0,0,10,10
,418,5,-78,602,0,10,10
,397,29,71,305,0,10,10
,397,-55,-2,460,0,10,10
,396,55,-35,160,0,10,10
,398,-24,46,0,0,10,10
,409,16,17,0,0,10,10
,407,3,20,0,0,10,10
,202,-18,10,0,0,10,10
,204,35,17,10,0,10,10
,176,-73,-5,0,0,10,10
,207,-7,-9,10,0,10,10
,284,-72,-57,617,0,10,10
,178,-66,21,0,0,10,10
,198,23,-11,622,0,10,10
,205,-18,-34,15,0,10,10
,175,-69,-7,0,0,10,10
,203,-46,-94,627,0,10,10
,359,-131,-146,0,0,10,10
,358,-4,-146,0,0,10,10
,377,-43,-228,0,0,10,10
,369,3,-257,0,0,10,10
,365,-63,-64,0,0,10,10
,362,18,-94,0,0,10,10
,363,-37,-244,0,0,10,10
,365,32,-154,0,0,10,10
,361,-78,-168,0,0,10,10
,365,-38,-224,50,0,10,10
,362,29,-191,20,0,10,10
,378,-50,-265,0,0,10,10
,360,24,-133,0,0,10,10
,358,-1,-245,0,0,10,10
,361,-46,-242,50,0,10,10
,362,-61,-138,520,0,10,10
,378,-50,-265,0,0,10,10
,367,-62,-88,0,0,10,10
,369,23,-125,0,0,10,10
,359,-162,-145,0,0,10,10
,358,29,-282,5,0,10,10
,374,-28,-301,10,0,10,10
,366,-48,-211,10,0,10,10
,368,31,-176,10,0,10,10
,365,76,-283,200,0,10,10
,357,0,0,0,0,10,10
,379,-101,-99,10,0,10,10
,380,-53,-78,0,0,10,10
,381,-109,-81,7,0,10,10
,382,-97,-84,621,0,10,10
,383,-103,-87,4,0,10,10
,384,-182,-115,4,0,10,10
,385,-96,-62,1,0,10,10
,386,-63,-59,10,0,10,10
,387,-156,-62,3,0,10,10
,388,-83,-64,3,0,10,10
,389,-164,-61,2,0,10,10
,390,-129,-68,625,0,10,10
,391,-173,-74,3,0,10,10
,392,-50,-63,626,0,10,10
,393,-44,-60,2,0,10,10
,0,-1,0,0,0,10,10
,0,-1,0,0,0,10,10
,0,-1,0,0,0,10,10
,0,-1,0,0,0,10,10
,351,-72,46,627,0,10,10
,288,0,0,0,0,10,10
,287,5,-96,0,0,10,10
