name,NeexExp
TBL_CHARACTER_LEVEL_0498,1.5448765124641e+19
TBL_CHARACTER_LEVEL_0499,1.58913191050618e+19
TBL_CHARACTER_LEVEL_0500,1.63418730854827e+19
TBL_CHARACTER_LEVEL_0501,1.68004270659035e+19
TBL_CHARACTER_LEVEL_0502,1.72669810463245e+19
TBL_CHARACTER_LEVEL_0503,1.77415350267454e+19
TBL_CHARACTER_LEVEL_0504,1.82240890071662e+19
TBL_CHARACTER_LEVEL_0505,1.8714642987587e+19
TBL_CHARACTER_LEVEL_0506,1.92131969680078e+19
TBL_CHARACTER_LEVEL_0507,1.97197509484288e+19
TBL_CHARACTER_LEVEL_0508,2.02343049288497e+19
TBL_CHARACTER_LEVEL_0509,2.07568589092706e+19
TBL_CHARACTER_LEVEL_0510,2.12874128896914e+19
TBL_CHARACTER_LEVEL_0511,2.18259668701123e+19
TBL_CHARACTER_LEVEL_0512,2.23725208505332e+19
TBL_CHARACTER_LEVEL_0513,2.29270748309541e+19
TBL_CHARACTER_LEVEL_0514,2.34896288113749e+19
TBL_CHARACTER_LEVEL_0515,2.40601827917958e+19
TBL_CHARACTER_LEVEL_0516,2.46387367722167e+19
TBL_CHARACTER_LEVEL_0517,2.52252907526375e+19
TBL_CHARACTER_LEVEL_0518,2.58198447330584e+19
TBL_CHARACTER_LEVEL_0519,2.64223987134792e+19
TBL_CHARACTER_LEVEL_0520,2.70329526939001e+19
TBL_CHARACTER_LEVEL_0521,2.7651506674321e+19
TBL_CHARACTER_LEVEL_0522,2.82780606547419e+19
TBL_CHARACTER_LEVEL_0523,2.89126146351627e+19
TBL_CHARACTER_LEVEL_0524,2.95551686155836e+19
TBL_CHARACTER_LEVEL_0525,3.02057225960046e+19
TBL_CHARACTER_LEVEL_0526,3.08642765764254e+19
TBL_CHARACTER_LEVEL_0527,3.15308305568462e+19
TBL_CHARACTER_LEVEL_0528,3.22053845372672e+19
TBL_CHARACTER_LEVEL_0529,3.2887938517688e+19
TBL_CHARACTER_LEVEL_0530,3.3578492498109e+19
TBL_CHARACTER_LEVEL_0531,3.42770464785297e+19
TBL_CHARACTER_LEVEL_0532,3.49836004589506e+19
TBL_CHARACTER_LEVEL_0533,3.56981544393715e+19
TBL_CHARACTER_LEVEL_0534,3.64207084197923e+19
TBL_CHARACTER_LEVEL_0535,3.71512624002133e+19
TBL_CHARACTER_LEVEL_0536,3.78898163806342e+19
TBL_CHARACTER_LEVEL_0537,3.8636370361055e+19
TBL_CHARACTER_LEVEL_0538,3.93909243414759e+19
TBL_CHARACTER_LEVEL_0539,4.01534783218967e+19
TBL_CHARACTER_LEVEL_0540,4.09240323023176e+19
TBL_CHARACTER_LEVEL_0541,4.17025862827386e+19
TBL_CHARACTER_LEVEL_0542,4.24891402631594e+19
TBL_CHARACTER_LEVEL_0543,4.32836942435803e+19
TBL_CHARACTER_LEVEL_0544,4.40862482240012e+19
TBL_CHARACTER_LEVEL_0545,4.4896802204422e+19
TBL_CHARACTER_LEVEL_0546,4.5715356184843e+19
TBL_CHARACTER_LEVEL_0547,4.65419101652638e+19
TBL_CHARACTER_LEVEL_0548,4.73764641456846e+19
TBL_CHARACTER_LEVEL_0549,4.82190181261056e+19
TBL_CHARACTER_LEVEL_0550,4.90695721065264e+19
TBL_CHARACTER_LEVEL_0551,4.99281260869473e+19
TBL_CHARACTER_LEVEL_0552,5.07946800673681e+19
TBL_CHARACTER_LEVEL_0553,5.1669234047789e+19
TBL_CHARACTER_LEVEL_0554,5.25517880282099e+19
TBL_CHARACTER_LEVEL_0555,5.34423420086307e+19
TBL_CHARACTER_LEVEL_0556,5.43408959890517e+19
TBL_CHARACTER_LEVEL_0557,5.52474499694726e+19
TBL_CHARACTER_LEVEL_0558,5.61620039498934e+19
TBL_CHARACTER_LEVEL_0559,5.70845579303143e+19
TBL_CHARACTER_LEVEL_0560,5.80151119107351e+19
TBL_CHARACTER_LEVEL_0561,5.8953665891156e+19
TBL_CHARACTER_LEVEL_0562,5.99002198715769e+19
TBL_CHARACTER_LEVEL_0563,6.08547738519978e+19
TBL_CHARACTER_LEVEL_0564,6.18173278324187e+19
TBL_CHARACTER_LEVEL_0565,6.27878818128395e+19
TBL_CHARACTER_LEVEL_0566,6.37664357932604e+19
TBL_CHARACTER_LEVEL_0567,6.47529897736812e+19
TBL_CHARACTER_LEVEL_0568,6.57475437541021e+19
TBL_CHARACTER_LEVEL_0569,6.6750097734523e+19
TBL_CHARACTER_LEVEL_0570,6.77606517149439e+19
TBL_CHARACTER_LEVEL_0571,6.87792056953648e+19
TBL_CHARACTER_LEVEL_0572,6.98057596757856e+19
TBL_CHARACTER_LEVEL_0573,7.08403136562064e+19
TBL_CHARACTER_LEVEL_0574,7.18828676366274e+19
TBL_CHARACTER_LEVEL_0575,7.29334216170482e+19
TBL_CHARACTER_LEVEL_0576,7.39919755974691e+19
TBL_CHARACTER_LEVEL_0577,7.50585295778899e+19
TBL_CHARACTER_LEVEL_0578,7.61330835583108e+19
TBL_CHARACTER_LEVEL_0579,7.72156375387318e+19
TBL_CHARACTER_LEVEL_0580,7.83061915191526e+19
TBL_CHARACTER_LEVEL_0581,7.94047454995735e+19
TBL_CHARACTER_LEVEL_0582,8.05112994799936e+19
TBL_CHARACTER_LEVEL_0583,8.16258534604152e+19
TBL_CHARACTER_LEVEL_0584,8.2748407440836e+19
TBL_CHARACTER_LEVEL_0585,8.38789614212568e+19
TBL_CHARACTER_LEVEL_0586,8.50175154016776e+19
TBL_CHARACTER_LEVEL_0587,8.61640693820984e+19
TBL_CHARACTER_LEVEL_0588,8.73186233625192e+19
TBL_CHARACTER_LEVEL_0589,8.848117734294e+19
TBL_CHARACTER_LEVEL_0590,8.96517313233616e+19
TBL_CHARACTER_LEVEL_0591,9.08302853037824e+19
TBL_CHARACTER_LEVEL_0592,9.20168392842032e+19
TBL_CHARACTER_LEVEL_0593,9.3211393264624e+19
TBL_CHARACTER_LEVEL_0594,9.44139472450448e+19
TBL_CHARACTER_LEVEL_0595,9.56245012254656e+19
TBL_CHARACTER_LEVEL_0596,9.68430552058856e+19
TBL_CHARACTER_LEVEL_0597,9.80696091863072e+19
TBL_CHARACTER_LEVEL_0598,9.9304163166728e+20
TBL_CHARACTER_LEVEL_0599,1.00546717147149e+27
TBL_CHARACTER_LEVEL_0600,1.0179727112757e+27
