name,GuideMissionType,CompleteCount,RewardType,RewardAmount,DescriptionText
TBL_GUIDE_MISSION236,GachaShieldCount,330,Ruby,1000.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION237,GachaSkillCount,60,Ruby,1000.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION238,MonsterKill,2100,Gold,5800000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION239,Stage,27,Ruby,1000.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION240,Level,27,Ruby,1000.0,GuideMission.Description.Level
TBL_GUIDE_MISSION241,RoyalForceAttackSpeedLevel,100,PigJelly,130000.0,GuideMission.Description.RoyalForceAttackSpeedLevel
TBL_GUIDE_MISSION242,RoyalForceMoveSpeedLevel,100,PigJelly,130000.0,GuideMission.Description.RoyalForceMoveSpeedLevel
TBL_GUIDE_MISSION243,RoyalForceCriticalLevel,100,PigJelly,130000.0,GuideMission.Description.RoyalForceCriticalLevel
TBL_GUIDE_MISSION244,RoyalForceAccLevel,100,PigJelly,130000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION245,MonsterKill,2200,Gold,6800000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION246,Level,28,Ruby,1000.0,GuideMission.Description.Level
TBL_GUIDE_MISSION247,Stage,28,Ruby,1000.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION248,RoyalGrowthDamageLevel,950,Ruby,1000.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION249,RoyalGrowthHealthLevel,950,Ruby,1000.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION250,RoyalGrowthCriticalChance1Level,200,Gold,6800000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION251,RoyalGrowthCriticalDamageRate1Level,100,Ruby,1000.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION252,GachaWeaponCount,350,Ruby,1000.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION253,GachaShieldCount,350,Ruby,1000.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION254,GachaSkillCount,70,Ruby,1000.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION255,DungeonFishFightClearCount,12,Ruby,1000.0,GuideMission.Description.DungeonFishFightClearCount
TBL_GUIDE_MISSION256,DungeonPigCowClearCount,12,Ruby,1000.0,GuideMission.Description.DungeonPigCowClearCount
TBL_GUIDE_MISSION257,DungeonInfiniteTowerClearCount,12,Ruby,1000.0,GuideMission.Description.DungeonInfiniteTowerClearCount
TBL_GUIDE_MISSION258,Level,30,Ruby,1100.0,GuideMission.Description.Level
TBL_GUIDE_MISSION259,RoyalGrowthDamageLevel,1000,Ruby,1100.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION260,RoyalGrowthHealthLevel,1000,Ruby,1100.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION261,GachaWeaponCount,370,Ruby,1100.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION262,GachaShieldCount,370,Ruby,1100.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION263,MonsterKill,2400,Gold,6900000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION264,Stage,32,Ruby,1100.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION265,Level,32,Ruby,1100.0,GuideMission.Description.Level
TBL_GUIDE_MISSION266,RoyalGrowthDamageLevel,1050,Ruby,1100.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION267,RoyalGrowthHealthLevel,1050,Ruby,1100.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION268,RoyalGrowthCriticalChance1Level,220,Gold,6900000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION269,RoyalGrowthCriticalDamageRate1Level,110,Ruby,1100.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION270,GachaWeaponCount,390,Ruby,1100.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION271,GachaShieldCount,390,Ruby,1100.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION272,GachaSkillCount,70,Ruby,1100.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION273,MonsterKill,2600,Gold,7000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION274,Stage,32,Ruby,1100.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION275,Level,32,Ruby,1100.0,GuideMission.Description.Level
TBL_GUIDE_MISSION276,RoyalForceAttackSpeedLevel,110,PigJelly,140000.0,GuideMission.Description.RoyalForceAttackSpeedLevel
TBL_GUIDE_MISSION277,RoyalForceMoveSpeedLevel,110,PigJelly,140000.0,GuideMission.Description.RoyalForceMoveSpeedLevel
TBL_GUIDE_MISSION278,RoyalForceCriticalLevel,110,PigJelly,140000.0,GuideMission.Description.RoyalForceCriticalLevel
TBL_GUIDE_MISSION279,RoyalForceAccLevel,110,PigJelly,140000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION280,MonsterKill,2800,Gold,8000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION281,Level,34,Ruby,1100.0,GuideMission.Description.Level
TBL_GUIDE_MISSION282,Stage,34,Ruby,1100.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION283,RoyalGrowthDamageLevel,1100,Ruby,1100.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION284,RoyalGrowthHealthLevel,1100,Ruby,1100.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION285,RoyalGrowthCriticalChance1Level,240,Gold,8000000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION286,RoyalGrowthCriticalDamageRate1Level,120,Ruby,1100.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION287,GachaWeaponCount,410,Ruby,1100.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION288,GachaShieldCount,410,Ruby,1100.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION289,GachaSkillCount,80,Ruby,1100.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION290,DungeonFishFightClearCount,14,Ruby,1100.0,GuideMission.Description.DungeonFishFightClearCount
TBL_GUIDE_MISSION291,DungeonPigCowClearCount,14,Ruby,1100.0,GuideMission.Description.DungeonPigCowClearCount
TBL_GUIDE_MISSION292,DungeonInfiniteTowerClearCount,14,Ruby,1100.0,GuideMission.Description.DungeonInfiniteTowerClearCount
TBL_GUIDE_MISSION293,Level,36,Ruby,1200.0,GuideMission.Description.Level
TBL_GUIDE_MISSION294,RoyalGrowthDamageLevel,1150,Ruby,1200.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION295,RoyalGrowthHealthLevel,1150,Ruby,1200.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION296,GachaWeaponCount,430,Ruby,1200.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION297,GachaShieldCount,430,Ruby,1200.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION298,MonsterKill,3000,Gold,8100000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION299,Stage,38,Ruby,1200.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION300,Level,38,Ruby,1200.0,GuideMission.Description.Level
TBL_GUIDE_MISSION301,RoyalGrowthDamageLevel,1200,Ruby,1200.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION302,RoyalGrowthHealthLevel,1200,Ruby,1200.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION303,RoyalGrowthCriticalChance1Level,250,Gold,8100000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION304,RoyalGrowthCriticalDamageRate1Level,130,Ruby,1200.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION305,GachaWeaponCount,450,Ruby,1200.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION306,GachaShieldCount,450,Ruby,1200.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION307,GachaSkillCount,80,Ruby,1200.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION308,MonsterKill,3200,Gold,8200000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION309,Stage,38,Ruby,1200.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION310,Level,38,Ruby,1200.0,GuideMission.Description.Level
TBL_GUIDE_MISSION311,RoyalForceAttackSpeedLevel,120,PigJelly,150000.0,GuideMission.Description.RoyalForceAttackSpeedLevel
TBL_GUIDE_MISSION312,RoyalForceMoveSpeedLevel,120,PigJelly,150000.0,GuideMission.Description.RoyalForceMoveSpeedLevel
TBL_GUIDE_MISSION313,RoyalForceCriticalLevel,120,PigJelly,150000.0,GuideMission.Description.RoyalForceCriticalLevel
TBL_GUIDE_MISSION314,RoyalForceAccLevel,120,PigJelly,150000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION315,MonsterKill,3400,Gold,9200000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION316,Level,40,Ruby,1200.0,GuideMission.Description.Level
TBL_GUIDE_MISSION317,Stage,40,Ruby,1200.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION318,RoyalGrowthDamageLevel,1250,Ruby,1200.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION319,RoyalGrowthHealthLevel,1250,Ruby,1200.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION320,RoyalGrowthCriticalChance1Level,260,Gold,9200000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION321,RoyalGrowthCriticalDamageRate1Level,140,Ruby,1200.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION322,GachaWeaponCount,470,Ruby,1200.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION323,GachaShieldCount,470,Ruby,1200.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION324,GachaSkillCount,90,Ruby,1200.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION325,DungeonFishFightClearCount,16,Ruby,1200.0,GuideMission.Description.DungeonFishFightClearCount
TBL_GUIDE_MISSION326,DungeonPigCowClearCount,16,Ruby,1200.0,GuideMission.Description.DungeonPigCowClearCount
TBL_GUIDE_MISSION327,DungeonInfiniteTowerClearCount,16,Ruby,1200.0,GuideMission.Description.DungeonInfiniteTowerClearCount
TBL_GUIDE_MISSION328,Level,45,Ruby,1300.0,GuideMission.Description.Level
TBL_GUIDE_MISSION329,RoyalGrowthDamageLevel,1350,Ruby,1300.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION330,RoyalGrowthHealthLevel,1350,Ruby,1300.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION331,GachaWeaponCount,520,Ruby,1300.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION332,GachaShieldCount,520,Ruby,1300.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION333,MonsterKill,3600,Gold,9300000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION334,Stage,50,Ruby,1300.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION335,Level,50,Ruby,1300.0,GuideMission.Description.Level
TBL_GUIDE_MISSION336,RoyalGrowthDamageLevel,1450,Ruby,1300.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION337,RoyalGrowthHealthLevel,1450,Ruby,1300.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION338,RoyalGrowthCriticalChance1Level,270,Gold,9300000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION339,RoyalGrowthCriticalDamageRate1Level,150,Ruby,1300.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION340,GachaWeaponCount,570,Ruby,1300.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION341,GachaShieldCount,570,Ruby,1300.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION342,GachaSkillCount,100,Ruby,1300.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION343,MonsterKill,3800,Gold,9400000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION344,Stage,50,Ruby,1300.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION345,Level,50,Ruby,1300.0,GuideMission.Description.Level
TBL_GUIDE_MISSION346,RoyalForceAttackSpeedLevel,170,PigJelly,160000.0,GuideMission.Description.RoyalForceAttackSpeedLevel
TBL_GUIDE_MISSION347,RoyalForceMoveSpeedLevel,170,PigJelly,160000.0,GuideMission.Description.RoyalForceMoveSpeedLevel
TBL_GUIDE_MISSION348,RoyalForceCriticalLevel,170,PigJelly,160000.0,GuideMission.Description.RoyalForceCriticalLevel
TBL_GUIDE_MISSION349,RoyalForceAccLevel,170,PigJelly,160000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION350,MonsterKill,4000,Gold,10400000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION351,Level,55,Ruby,1300.0,GuideMission.Description.Level
TBL_GUIDE_MISSION352,Stage,55,Ruby,1300.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION353,RoyalGrowthDamageLevel,1460,Ruby,1300.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION354,RoyalGrowthHealthLevel,1460,Ruby,1300.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION355,RoyalGrowthCriticalChance1Level,280,Gold,9300000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION356,RoyalGrowthCriticalDamageRate1Level,160,Ruby,1300.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION357,GachaWeaponCount,620,Ruby,1300.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION358,GachaShieldCount,620,Ruby,1300.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION359,GachaSkillCount,120,Ruby,1300.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION360,DungeonFishFightClearCount,26,Ruby,1300.0,GuideMission.Description.DungeonFishFightClearCount
TBL_GUIDE_MISSION361,DungeonPigCowClearCount,26,Ruby,1300.0,GuideMission.Description.DungeonPigCowClearCount
TBL_GUIDE_MISSION362,DungeonInfiniteTowerClearCount,26,Ruby,1300.0,GuideMission.Description.DungeonInfiniteTowerClearCount
TBL_GUIDE_MISSION363,Level,60,Ruby,1400.0,GuideMission.Description.Level
TBL_GUIDE_MISSION364,RoyalGrowthDamageLevel,1560,Ruby,1400.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION365,RoyalGrowthHealthLevel,1560,Ruby,1400.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION366,RoyalGrowthCriticalChance1Level,290,Gold,9300000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION367,RoyalGrowthCriticalDamageRate1Level,170,Ruby,1400.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION368,GachaWeaponCount,670,Ruby,1400.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION369,GachaShieldCount,670,Ruby,1400.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION370,MonsterKill,4200,Gold,10500000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION371,Stage,65,Ruby,1400.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION372,Level,65,Ruby,1400.0,GuideMission.Description.Level
TBL_GUIDE_MISSION373,RoyalGrowthCriticalChance1Level,300,Gold,10500000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION374,RoyalGrowthCriticalDamageRate1Level,180,Ruby,1400.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION375,RoyalGrowthDamageLevel,1660,Ruby,1400.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION376,RoyalGrowthHealthLevel,1660,Ruby,1400.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION377,GachaWeaponCount,720,Ruby,1400.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION378,GachaShieldCount,720,Ruby,1400.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION379,GachaSkillCount,120,Ruby,1400.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION380,MonsterKill,4400,Gold,10600000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION381,Stage,65,Ruby,1400.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION382,Level,65,Ruby,1400.0,GuideMission.Description.Level
TBL_GUIDE_MISSION383,RoyalForceAttackSpeedLevel,220,PigJelly,170000.0,GuideMission.Description.RoyalForceAttackSpeedLevel
TBL_GUIDE_MISSION384,RoyalForceMoveSpeedLevel,220,PigJelly,170000.0,GuideMission.Description.RoyalForceMoveSpeedLevel
TBL_GUIDE_MISSION385,RoyalForceCriticalLevel,220,PigJelly,170000.0,GuideMission.Description.RoyalForceCriticalLevel
TBL_GUIDE_MISSION386,RoyalForceAccLevel,220,PigJelly,170000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION387,MonsterKill,4600,Gold,11600000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION388,Level,70,Ruby,1400.0,GuideMission.Description.Level
TBL_GUIDE_MISSION389,Stage,70,Ruby,1400.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION390,RoyalGrowthDamageLevel,1670,Ruby,1400.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION391,RoyalGrowthHealthLevel,1670,Ruby,1400.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION392,RoyalGrowthCriticalChance1Level,320,Gold,11600000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION393,RoyalGrowthCriticalDamageRate1Level,190,Ruby,1400.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION394,GachaWeaponCount,770,Ruby,1400.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION395,GachaShieldCount,770,Ruby,1400.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION396,GachaSkillCount,140,Ruby,1400.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION397,DungeonFishFightClearCount,36,Ruby,1400.0,GuideMission.Description.DungeonFishFightClearCount
TBL_GUIDE_MISSION398,DungeonPigCowClearCount,36,Ruby,1400.0,GuideMission.Description.DungeonPigCowClearCount
TBL_GUIDE_MISSION399,DungeonInfiniteTowerClearCount,36,Ruby,1400.0,GuideMission.Description.DungeonInfiniteTowerClearCount
TBL_GUIDE_MISSION400,Level,75,Ruby,1500.0,GuideMission.Description.Level
TBL_GUIDE_MISSION401,RoyalGrowthDamageLevel,1770,Ruby,1500.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION402,RoyalGrowthHealthLevel,1770,Ruby,1500.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION403,GachaWeaponCount,820,Ruby,1500.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION404,GachaShieldCount,820,Ruby,1500.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION405,MonsterKill,4800,Gold,11700000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION406,Stage,80,Ruby,1500.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION407,Level,80,Ruby,1500.0,GuideMission.Description.Level
TBL_GUIDE_MISSION408,RoyalGrowthDamageLevel,1870,Ruby,1500.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION409,RoyalGrowthHealthLevel,1870,Ruby,1500.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION410,RoyalGrowthCriticalChance1Level,340,Gold,11700000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION411,RoyalGrowthCriticalDamageRate1Level,200,Ruby,1500.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION412,GachaWeaponCount,870,Ruby,1500.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION413,GachaShieldCount,870,Ruby,1500.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION414,GachaSkillCount,140,Ruby,1500.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION415,MonsterKill,5000,Gold,11800000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION416,Stage,80,Ruby,1500.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION417,Level,80,Ruby,1500.0,GuideMission.Description.Level
TBL_GUIDE_MISSION418,RoyalForceAttackSpeedLevel,270,PigJelly,180000.0,GuideMission.Description.RoyalForceAttackSpeedLevel
TBL_GUIDE_MISSION419,RoyalForceMoveSpeedLevel,270,PigJelly,180000.0,GuideMission.Description.RoyalForceMoveSpeedLevel
TBL_GUIDE_MISSION420,RoyalForceCriticalLevel,270,PigJelly,180000.0,GuideMission.Description.RoyalForceCriticalLevel
TBL_GUIDE_MISSION421,RoyalForceAccLevel,270,PigJelly,180000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION422,MonsterKill,5200,Gold,12800000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION423,Level,85,Ruby,1500.0,GuideMission.Description.Level
TBL_GUIDE_MISSION424,Stage,85,Ruby,1500.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION425,RoyalGrowthDamageLevel,1880,Ruby,1500.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION426,RoyalGrowthHealthLevel,1880,Ruby,1500.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION427,RoyalGrowthCriticalChance1Level,360,Gold,12800000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION428,RoyalGrowthCriticalDamageRate1Level,210,Ruby,1500.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION429,GachaWeaponCount,920,Ruby,1500.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION430,GachaShieldCount,920,Ruby,1500.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION431,GachaSkillCount,160,Ruby,1500.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION432,DungeonFishFightClearCount,46,Ruby,1500.0,GuideMission.Description.DungeonFishFightClearCount
TBL_GUIDE_MISSION433,DungeonPigCowClearCount,46,Ruby,1500.0,GuideMission.Description.DungeonPigCowClearCount
TBL_GUIDE_MISSION434,DungeonInfiniteTowerClearCount,46,Ruby,1500.0,GuideMission.Description.DungeonInfiniteTowerClearCount
TBL_GUIDE_MISSION435,Level,90,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION436,RoyalGrowthDamageLevel,1980,Ruby,1600.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION437,RoyalGrowthHealthLevel,1980,Ruby,1600.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION438,GachaWeaponCount,970,Ruby,1600.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION439,GachaShieldCount,970,Ruby,1600.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION440,MonsterKill,5400,Gold,12900000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION441,Stage,95,Ruby,1600.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION442,Level,95,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION443,RoyalGrowthDamageLevel,2080,Ruby,1600.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION444,RoyalGrowthHealthLevel,2080,Ruby,1600.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION445,RoyalGrowthCriticalChance1Level,380,Gold,12900000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION446,RoyalGrowthCriticalDamageRate1Level,220,Ruby,1600.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION447,GachaWeaponCount,1020,Ruby,1600.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION448,GachaShieldCount,1020,Ruby,1600.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION449,GachaSkillCount,160,Ruby,1600.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION450,MonsterKill,5600,Gold,13000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION451,Stage,95,Ruby,1600.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION452,Level,95,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION453,RoyalForceAttackSpeedLevel,320,PigJelly,190000.0,GuideMission.Description.RoyalForceAttackSpeedLevel
TBL_GUIDE_MISSION454,RoyalForceMoveSpeedLevel,320,PigJelly,190000.0,GuideMission.Description.RoyalForceMoveSpeedLevel
TBL_GUIDE_MISSION455,RoyalForceCriticalLevel,320,PigJelly,190000.0,GuideMission.Description.RoyalForceCriticalLevel
TBL_GUIDE_MISSION456,RoyalForceAccLevel,320,PigJelly,190000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION457,MonsterKill,5800,Gold,14000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION458,Level,100,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION459,Stage,100,Ruby,1600.0,GuideMission.Description.Stage
TBL_GUIDE_MISSION460,RoyalGrowthDamageLevel,2090,Ruby,1600.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION461,RoyalGrowthHealthLevel,2090,Ruby,1600.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION462,RoyalGrowthCriticalChance1Level,400,Gold,14000000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION463,RoyalGrowthCriticalDamageRate1Level,230,Ruby,1600.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION464,GachaWeaponCount,1070,Ruby,1600.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION465,GachaShieldCount,1070,Ruby,1600.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION466,GachaSkillCount,180,Ruby,1600.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION467,DungeonFishFightClearCount,56,Ruby,1600.0,GuideMission.Description.DungeonFishFightClearCount
TBL_GUIDE_MISSION468,DungeonPigCowClearCount,56,Ruby,1600.0,GuideMission.Description.DungeonPigCowClearCount
